transformation_code,variable,variable_field,variable_trajectory_group
TX:IPPU:DEC_HFCS,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other,14
TX:IPPU:DEC_HFCS,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration,14
TX:IPPU:DEC_HFCS,HFC-23 GDP Product Use Emission Factor,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other,14
TX:IPPU:DEC_HFCS,HFC-23 GDP Product Use Emission Factor,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_refrigeration,14
TX:IPPU:DEC_HFCS,HFC-23 Production Process Emission Factor,ef_ippu_tonne_chf3_per_tonne_production_chemicals,14
TX:IPPU:DEC_HFCS,HFC-23 Production Process Emission Factor,ef_ippu_tonne_chf3_per_tonne_production_electronics,14
TX:IPPU:DEC_N2O,:math:\text{N}_2\text{O} GDP Production Process Emission Factor,ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing,15
TX:IPPU:DEC_N2O,:math:\text{N}_2\text{O} Production Process Emission Factor,ef_ippu_tonne_n2o_per_tonne_production_chemicals,15
TX:IPPU:DEC_N2O,:math:\text{N}_2\text{O} Production Process Emission Factor,ef_ippu_tonne_n2o_per_tonne_production_electronics,15
TX:IPPU:DEC_PFCS,PFC-116 GDP Product Use Emission Factor,ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,16
TX:IPPU:DEC_PFCS,PFC-116 Production Process Emission Factor,ef_ippu_tonne_c2f6_per_tonne_production_electronics,16
TX:IPPU:DEC_PFCS,PFC-116 Production Process Emission Factor,ef_ippu_tonne_c2f6_per_tonne_production_metals,16
TX:IPPU:DEC_PFCS,PFC-218 Production Process Emission Factor,ef_ippu_tonne_c3f8_per_tonne_production_electronics,16
TX:IPPU:DEC_PFCS,PFC-1114 Production Process Emission Factor,ef_ippu_tonne_c4f6_per_tonne_production_electronics,16
TX:IPPU:DEC_PFCS,PFC-C-1418 Production Process Emission Factor,ef_ippu_tonne_c5f8_per_tonne_production_electronics,16
TX:IPPU:DEC_PFCS,PFC-C-318 Production Process Emission Factor,ef_ippu_tonne_cc4f8_per_tonne_production_electronics,16
TX:IPPU:DEC_PFCS,PFC-14 GDP Product Use Emission Factor,ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,16
TX:IPPU:DEC_PFCS,PFC-14 Production Process Emission Factor,ef_ippu_tonne_cf4_per_tonne_production_electronics,16
TX:IPPU:DEC_PFCS,PFC-14 Production Process Emission Factor,ef_ippu_tonne_cf4_per_tonne_production_metals,16
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_mangroves_to_croplands,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_mangroves_to_flooded,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_mangroves_to_forests_mangroves,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_primary_to_croplands,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_primary_to_flooded,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_primary_to_forests_primary,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_primary_to_forests_secondary,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_primary_to_settlements,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_primary_to_wetlands,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_croplands,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_flooded,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_forests_secondary,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_grasslands,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_pastures,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_settlements,17
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_wetlands,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_croplands,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_flooded,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_grasslands,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_pastures,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_settlements,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_wetlands,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_flooded_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_mangroves_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_primary_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_croplands,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_flooded,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_grasslands,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_pastures,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_settlements,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_wetlands,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_grasslands_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_pastures_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_settlements_to_forests_secondary,17
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_wetlands_to_forests_secondary,17
TX:LNDU:DEC_SOC_LOSS_PASTURES,Fraction of Pastures Improved,frac_lndu_improved_pastures,18
TX:LNDU:PLUR,Land Use Yield Reallocation Factor,lndu_reallocation_factor,19
TX:LSMM:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at LSMM Anaerobic Facilities,gasrf_lsmm_biogas_anaerobic_digester,20
TX:LSMM:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at LSMM Anaerobic Facilities,gasrf_lsmm_biogas_anaerobic_lagoon,20
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_cattle_dairy_anaerobic_digester,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Anaerobic Lagoon,frac_lvst_mm_cattle_dairy_anaerobic_lagoon,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Composting,frac_lvst_mm_cattle_dairy_composting,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_cattle_dairy_daily_spread,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Liquid Slurry,frac_lvst_mm_cattle_dairy_liquid_slurry,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_cattle_dairy_paddock_pasture_range,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_cattle_dairy_solid_storage,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_cattle_nondairy_anaerobic_digester,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Composting,frac_lvst_mm_cattle_nondairy_composting,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_cattle_nondairy_daily_spread,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Dry Lot,frac_lvst_mm_cattle_nondairy_dry_lot,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Liquid Slurry,frac_lvst_mm_cattle_nondairy_liquid_slurry,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_cattle_nondairy_paddock_pasture_range,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_cattle_nondairy_solid_storage,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_pigs_anaerobic_digester,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Anaerobic Lagoon,frac_lvst_mm_pigs_anaerobic_lagoon,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Composting,frac_lvst_mm_pigs_composting,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_pigs_daily_spread,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Dry Lot,frac_lvst_mm_pigs_dry_lot,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Liquid Slurry,frac_lvst_mm_pigs_liquid_slurry,21
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_pigs_solid_storage,21
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_buffalo_anaerobic_digester,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Lagoon,frac_lvst_mm_buffalo_anaerobic_lagoon,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Composting,frac_lvst_mm_buffalo_composting,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_buffalo_daily_spread,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Dry Lot,frac_lvst_mm_buffalo_dry_lot,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Liquid Slurry,frac_lvst_mm_buffalo_liquid_slurry,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_buffalo_paddock_pasture_range,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_buffalo_solid_storage,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_goats_anaerobic_digester,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Composting,frac_lvst_mm_goats_composting,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_goats_daily_spread,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Dry Lot,frac_lvst_mm_goats_dry_lot,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_goats_paddock_pasture_range,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_goats_solid_storage,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_horses_anaerobic_digester,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Lagoon,frac_lvst_mm_horses_anaerobic_lagoon,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Composting,frac_lvst_mm_horses_composting,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_horses_daily_spread,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Dry Lot,frac_lvst_mm_horses_dry_lot,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Liquid Slurry,frac_lvst_mm_horses_liquid_slurry,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_horses_paddock_pasture_range,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_horses_solid_storage,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_mules_anaerobic_digester,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Lagoon,frac_lvst_mm_mules_anaerobic_lagoon,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Composting,frac_lvst_mm_mules_composting,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_mules_daily_spread,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Dry Lot,frac_lvst_mm_mules_dry_lot,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Liquid Slurry,frac_lvst_mm_mules_liquid_slurry,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_mules_paddock_pasture_range,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_mules_solid_storage,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_sheep_anaerobic_digester,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Composting,frac_lvst_mm_sheep_composting,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_sheep_daily_spread,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Dry Lot,frac_lvst_mm_sheep_dry_lot,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_sheep_paddock_pasture_range,22
TX:LSMM:INC_MANAGEMENT_OTHER,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_sheep_solid_storage,22
TX:LSMM:INC_MANAGEMENT_POULTRY,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_chickens_anaerobic_digester,23
TX:LSMM:INC_MANAGEMENT_POULTRY,Livestock Manure Management Fraction Anaerobic Lagoon,frac_lvst_mm_chickens_anaerobic_lagoon,23
TX:LSMM:INC_MANAGEMENT_POULTRY,Livestock Manure Management Fraction Daily Spread,frac_lvst_mm_chickens_daily_spread,23
TX:LSMM:INC_MANAGEMENT_POULTRY,Livestock Manure Management Fraction Liquid Slurry,frac_lvst_mm_chickens_liquid_slurry,23
TX:LSMM:INC_MANAGEMENT_POULTRY,Livestock Manure Management Fraction Paddock Pasture Range,frac_lvst_mm_chickens_paddock_pasture_range,23
TX:LSMM:INC_MANAGEMENT_POULTRY,Livestock Manure Management Fraction Poultry Manure,frac_lvst_mm_chickens_poultry_manure,23
TX:LSMM:INC_MANAGEMENT_POULTRY,Livestock Manure Management Fraction Solid Storage,frac_lvst_mm_chickens_solid_storage,23
TX:LVST:DEC_ENTERIC_FERMENTATION,:math:\text{CH}_4 Enteric Fermentation Emission Factor,ef_lvst_entferm_buffalo_kg_ch4_head,24
TX:LVST:DEC_ENTERIC_FERMENTATION,:math:\text{CH}_4 Enteric Fermentation Emission Factor,ef_lvst_entferm_cattle_dairy_kg_ch4_head,24
TX:LVST:DEC_ENTERIC_FERMENTATION,:math:\text{CH}_4 Enteric Fermentation Emission Factor,ef_lvst_entferm_cattle_nondairy_kg_ch4_head,24
TX:LVST:DEC_ENTERIC_FERMENTATION,:math:\text{CH}_4 Enteric Fermentation Emission Factor,ef_lvst_entferm_goats_kg_ch4_head,24
TX:LVST:DEC_ENTERIC_FERMENTATION,:math:\text{CH}_4 Enteric Fermentation Emission Factor,ef_lvst_entferm_sheep_kg_ch4_head,24
TX:PFLO:INC_HEALTHIER_DIETS,Fraction Eating Red Meat,frac_gnrl_eating_red_meat,25
TX:PFLO:INC_IND_CCS,Industrial :math:\text{CO}_2 Capture Prevalence,frac_ippu_production_with_co2_capture_cement,26
TX:PFLO:INC_IND_CCS,Industrial :math:\text{CO}_2 Capture Prevalence,frac_ippu_production_with_co2_capture_chemicals,26
TX:PFLO:INC_IND_CCS,Industrial :math:\text{CO}_2 Capture Prevalence,frac_ippu_production_with_co2_capture_metals,26
TX:PFLO:INC_IND_CCS,Industrial :math:\text{CO}_2 Capture Prevalence,frac_ippu_production_with_co2_capture_plastic,26
TX:SCOE:DEC_DEMAND_HEAT,SCOE Heat Energy Demand Scalar,scalar_scoe_heat_energy_demand_commercial_municipal,27
TX:SCOE:DEC_DEMAND_HEAT,SCOE Heat Energy Demand Scalar,scalar_scoe_heat_energy_demand_other_se,27
TX:SCOE:DEC_DEMAND_HEAT,SCOE Heat Energy Demand Scalar,scalar_scoe_heat_energy_demand_residential,27
TX:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE Appliance Energy Demand Scalar,scalar_scoe_appliance_energy_demand_commercial_municipal,28
TX:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE Appliance Energy Demand Scalar,scalar_scoe_appliance_energy_demand_other_se,28
TX:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE Appliance Energy Demand Scalar,scalar_scoe_appliance_energy_demand_residential,28
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Diesel,frac_scoe_heat_energy_commercial_municipal_diesel,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Electricity,frac_scoe_heat_energy_commercial_municipal_electricity,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Gasoline,frac_scoe_heat_energy_commercial_municipal_gasoline,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Hydrocarbon Gas Liquids,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Natural Gas,frac_scoe_heat_energy_commercial_municipal_natural_gas,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Diesel,frac_scoe_heat_energy_other_se_diesel,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Electricity,frac_scoe_heat_energy_other_se_electricity,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Gasoline,frac_scoe_heat_energy_other_se_gasoline,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Hydrocarbon Gas Liquids,frac_scoe_heat_energy_other_se_hydrocarbon_gas_liquids,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Kerosene,frac_scoe_heat_energy_other_se_kerosene,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Natural Gas,frac_scoe_heat_energy_other_se_natural_gas,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Diesel,frac_scoe_heat_energy_residential_diesel,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Electricity,frac_scoe_heat_energy_residential_electricity,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Hydrocarbon Gas Liquids,frac_scoe_heat_energy_residential_hydrocarbon_gas_liquids,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Kerosene,frac_scoe_heat_energy_residential_kerosene,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Natural Gas,frac_scoe_heat_energy_residential_natural_gas,29
TX:SCOE:SHIFT_FUEL_HEAT,SCOE Fraction Heat Energy Demand Solid Biomass,frac_scoe_heat_energy_residential_solid_biomass,29
TX:SOIL:DEC_LIME_APPLIED,Liming Demand Scalar,demscalar_soil_liming_per_area,30
TX:SOIL:DEC_N_APPLIED,Fertilizer N Demand Scalar,demscalar_soil_fertilizer_n_per_area,31
TX:TRDE:DEC_DEMAND,Transportation Demand Scalar,demscalar_trde_freight,32
TX:TRDE:DEC_DEMAND,Transportation Demand Scalar,demscalar_trde_private_and_public,32
TX:TRDE:DEC_DEMAND,Transportation Demand Scalar,demscalar_trde_regional,32
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_aviation_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_powered_bikes_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_public_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_rail_freight_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_rail_passenger_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_road_heavy_freight_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_road_heavy_regional_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_road_light_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_ELECTRIC,Electrical Vehicle Efficiency,elecfuelefficiency_trns_water_borne_km_per_kwh,33
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_aviation_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Kerosene,fuelefficiency_trns_aviation_kerosene_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Gasoline,fuelefficiency_trns_powered_bikes_gasoline_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Biofuels,fuelefficiency_trns_public_biofuels_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Diesel,fuelefficiency_trns_public_diesel_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Gasoline,fuelefficiency_trns_public_gasoline_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrocarbon Gas Liquids,fuelefficiency_trns_public_hydrocarbon_gas_liquids_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_public_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Natural Gas,fuelefficiency_trns_public_natural_gas_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Diesel,fuelefficiency_trns_rail_freight_diesel_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_rail_freight_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Natural Gas,fuelefficiency_trns_rail_freight_natural_gas_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Diesel,fuelefficiency_trns_rail_passenger_diesel_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_rail_passenger_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Natural Gas,fuelefficiency_trns_rail_passenger_natural_gas_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Biofuels,fuelefficiency_trns_road_heavy_freight_biofuels_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Diesel,fuelefficiency_trns_road_heavy_freight_diesel_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Gasoline,fuelefficiency_trns_road_heavy_freight_gasoline_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrocarbon Gas Liquids,fuelefficiency_trns_road_heavy_freight_hydrocarbon_gas_liquids_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_road_heavy_freight_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Natural Gas,fuelefficiency_trns_road_heavy_freight_natural_gas_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Biofuels,fuelefficiency_trns_road_heavy_regional_biofuels_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Diesel,fuelefficiency_trns_road_heavy_regional_diesel_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Gasoline,fuelefficiency_trns_road_heavy_regional_gasoline_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrocarbon Gas Liquids,fuelefficiency_trns_road_heavy_regional_hydrocarbon_gas_liquids_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_road_heavy_regional_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Natural Gas,fuelefficiency_trns_road_heavy_regional_natural_gas_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Biofuels,fuelefficiency_trns_road_light_biofuels_km_per_litre,34
